Supplier,Supplier Industry,Supplier Country,Customer,Customer Industry,Customer Country,Relationship1,Relationship2,Relationship3
SK Shipping Co Ltd,Transportation & Logistics,South Korea,SK Inc,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
SK Telecom Co Ltd,Telecommunications,South Korea,SK Inc,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
SKC Co Ltd,Chemicals,South Korea,SK Inc,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
Ulsan Aromatics Co Ltd,Chemicals,South Korea,SK Inc,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
Daehan Oil Pipeline Corp,Oil & Gas Producers,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
Ecopro BM Co Ltd,Renewable Energy,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
Ecopro Co Ltd,Chemicals,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
Hansol Chemical Co Ltd,Chemicals,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
Hyosung Corp,Technology Hardware,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
KEPCO Plant Service & Engineering Co Ltd,Engineering & Construction,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
Korea Gas Corp,Gas & Water Utilities,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
Korea Petrochemical Ind Co Ltd,Chemicals,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
Korea Petroleum Industries Co,Construction Materials,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
L&F Co Ltd,Renewable Energy,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
LG Chem Ltd,Chemicals,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
LG Energy Solution Ltd,Automotive,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
LS Corp,Electrical Equipment,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Future M Co Ltd,Chemicals,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Holdings Inc,Steel,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
SGC Energy Co Ltd,Electric Utilities,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
SK Advanced Co Ltd,Chemicals,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
SK ecoplant Co Ltd,Engineering & Construction,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
SK Gas Ltd,Oil & Gas Producers,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
SK Hynix Inc,Semiconductors,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
SK IE Technology Co Ltd,Chemicals,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
SK Inc,Oil & Gas Producers,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
SK Materials Airplus Co Ltd,Gas & Water Utilities,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
SK Multi Utility Co Ltd,Electric Utilities,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
SK Shipping Co Ltd,Transportation & Logistics,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
SK Telecom Co Ltd,Telecommunications,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
SKC Co Ltd,Chemicals,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
Soulbrain Co Ltd,Chemicals,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
Ulsan Aromatics Co Ltd,Chemicals,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
Wooshin Systems Co Ltd,Automotive,South Korea,SK Innovation Co Ltd,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
SK Innovation Co Ltd,Oil & Gas Producers,South Korea,SK Materials Airplus Co Ltd,Gas & Water Utilities,South Korea,suppliesTo,locatedIn,operatesIn
SKC Co Ltd,Chemicals,South Korea,SK Materials Airplus Co Ltd,Gas & Water Utilities,South Korea,suppliesTo,locatedIn,operatesIn
SK Inc,Oil & Gas Producers,South Korea,SK Materials Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
SK Innovation Co Ltd,Oil & Gas Producers,South Korea,SK Materials Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
SK Gas Ltd,Oil & Gas Producers,South Korea,SK Multi Utility Co Ltd,Electric Utilities,South Korea,suppliesTo,locatedIn,operatesIn
SK Innovation Co Ltd,Oil & Gas Producers,South Korea,SK Multi Utility Co Ltd,Electric Utilities,South Korea,suppliesTo,locatedIn,operatesIn
SK Gas Ltd,Oil & Gas Producers,South Korea,SK Shipping Co Ltd,Transportation & Logistics,South Korea,suppliesTo,locatedIn,operatesIn
SK Innovation Co Ltd,Oil & Gas Producers,South Korea,SK Shipping Co Ltd,Transportation & Logistics,South Korea,suppliesTo,locatedIn,operatesIn
SK Innovation Co Ltd,Oil & Gas Producers,South Korea,SK Signet Inc,Automotive,South Korea,suppliesTo,locatedIn,operatesIn
SK Innovation Co Ltd,Oil & Gas Producers,South Korea,SK Telecom Co Ltd,Telecommunications,South Korea,suppliesTo,locatedIn,operatesIn
SKC Co Ltd,Chemicals,South Korea,SK Telecom Co Ltd,Telecommunications,South Korea,suppliesTo,locatedIn,operatesIn
Taekwang Industrial Co Ltd,Chemicals,South Korea,SK Telecom Co Ltd,Telecommunications,South Korea,suppliesTo,locatedIn,operatesIn
LS Corp,Electrical Equipment,South Korea,SKC Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
LS Electric Co Ltd,Electrical Equipment,South Korea,SKC Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
SK ecoplant Co Ltd,Engineering & Construction,South Korea,SKC Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
SK Gas Ltd,Oil & Gas Producers,South Korea,SKC Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
SK Hynix Inc,Semiconductors,South Korea,SKC Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
SK Inc,Oil & Gas Producers,South Korea,SKC Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
SK Innovation Co Ltd,Oil & Gas Producers,South Korea,SKC Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
SK Materials Airplus Co Ltd,Gas & Water Utilities,South Korea,SKC Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
SK Telecom Co Ltd,Telecommunications,South Korea,SKC Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
TK Chemical Corp,Chemicals,South Korea,SM Hwajin Co Ltd,Automotive,South Korea,suppliesTo,locatedIn,operatesIn
Samsung C&T Corp,Engineering & Construction,South Korea,Smartrail Co Ltd,Engineering & Construction,South Korea,suppliesTo,locatedIn,operatesIn
Samsung Electronics Co Ltd,Technology Hardware,South Korea,Smartrail Co Ltd,Engineering & Construction,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Future M Co Ltd,Chemicals,South Korea,SNNC Co Ltd,Metals & Mining,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Holdings Inc,Steel,South Korea,SNNC Co Ltd,Metals & Mining,South Korea,suppliesTo,locatedIn,operatesIn
Posco International Corp,Steel,South Korea,SNNC Co Ltd,Metals & Mining,South Korea,suppliesTo,locatedIn,operatesIn
Posco International Corp,Steel,South Korea,SNT Holdings Co Ltd,Engineering & Construction,South Korea,suppliesTo,locatedIn,operatesIn
Posco International Corp,Steel,South Korea,SNT Motiv Co Ltd,Automotive,South Korea,suppliesTo,locatedIn,operatesIn
Daewoo Engineering & Construction Co Ltd,Engineering & Construction,South Korea,S-Oil Corp,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
DL Holdings Co Ltd,Construction Materials,South Korea,S-Oil Corp,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
HD Hyundai Co Ltd,Oil & Gas Producers,South Korea,S-Oil Corp,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
Hyundai Engineering & Construction Co Ltd,Engineering & Construction,South Korea,S-Oil Corp,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
KEPCO Plant Service & Engineering Co Ltd,Engineering & Construction,South Korea,S-Oil Corp,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
Korea Gas Corp,Gas & Water Utilities,South Korea,S-Oil Corp,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Future M Co Ltd,Chemicals,South Korea,S-Oil Corp,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Holdings Inc,Steel,South Korea,S-Oil Corp,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
SK Gas Ltd,Oil & Gas Producers,South Korea,S-Oil Corp,Oil & Gas Producers,South Korea,suppliesTo,locatedIn,operatesIn
Hyundai Motor Co,Automotive,South Korea,Solaris Sewon Co Ltd,Automotive,South Korea,suppliesTo,locatedIn,operatesIn
Korea Electric Power Corp,Electric Utilities,South Korea,Solaseado Photovoltaic Power,Renewable Energy,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Holdings Inc,Steel,South Korea,Soosan Heavy Industries Co Ltd,Machinery,South Korea,suppliesTo,locatedIn,operatesIn
Dongkuk Holdings Co Ltd,Steel,South Korea,Soulbrain Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
Soulbrain Co Ltd,Chemicals,South Korea,Soulbrain Holdings Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
DL Holdings Co Ltd,Construction Materials,South Korea,South Seoul LRT Co Ltd,Engineering & Construction,South Korea,suppliesTo,locatedIn,operatesIn
Korea Electric Power Corp,Electric Utilities,South Korea,SSANGYONG C&E Co Ltd,Construction Materials,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Holdings Inc,Steel,South Korea,SSANGYONG C&E Co Ltd,Construction Materials,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Holdings Inc,Steel,South Korea,Sung Kwang Bend Co Ltd,Industrial Intermediate Prod,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Holdings Inc,Steel,South Korea,Sungshin Cement Co Ltd,Construction Materials,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Holdings Inc,Steel,South Korea,Sungwon Co Ltd,Steel,South Korea,suppliesTo,locatedIn,operatesIn
Ajin Industrial Co Ltd,Automotive,South Korea,Sungwoo Hitech Co Ltd,Automotive,South Korea,suppliesTo,locatedIn,operatesIn
DL Holdings Co Ltd,Construction Materials,South Korea,Suwon Beltway Co Ltd,Transportation & Logistics,South Korea,suppliesTo,locatedIn,operatesIn
Samsung C&T Corp,Engineering & Construction,South Korea,System Engineering Mega Solution,Semiconductors,South Korea,suppliesTo,locatedIn,operatesIn
Samsung SDI Co Ltd,Automotive,South Korea,System Engineering Mega Solution,Semiconductors,South Korea,suppliesTo,locatedIn,operatesIn
Korea Electric Power Corp,Electric Utilities,South Korea,Taeback Guinemi Wind Power Co Ltd,Electric Utilities,South Korea,suppliesTo,locatedIn,operatesIn
Korea Electric Power Corp,Electric Utilities,South Korea,Taebaek Wind Power Co Ltd,Electric Utilities,South Korea,suppliesTo,locatedIn,operatesIn
Capro Corp,Chemicals,South Korea,Taekwang Industrial Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
SK Gas Ltd,Oil & Gas Producers,South Korea,Taekwang Industrial Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
SK Inc,Oil & Gas Producers,South Korea,Taekwang Industrial Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
SK Innovation Co Ltd,Oil & Gas Producers,South Korea,Taekwang Industrial Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
SK Telecom Co Ltd,Telecommunications,South Korea,Taekwang Industrial Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
TKG Huchems Co Ltd,Chemicals,South Korea,Taekwang Industrial Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
GS Caltex Corp,Oil & Gas Producers,South Korea,TAEKYUNG BK Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Holdings Inc,Steel,South Korea,Taeyang Metal Industrial Co Ltd,Industrial Intermediate Prod,South Korea,suppliesTo,locatedIn,operatesIn
Daechang Steel Co Ltd,Steel,South Korea,Taeyoung Engineering & Construction Co Ltd,Engineering & Construction,South Korea,suppliesTo,locatedIn,operatesIn
DL Holdings Co Ltd,Construction Materials,South Korea,Taeyoung Engineering & Construction Co Ltd,Engineering & Construction,South Korea,suppliesTo,locatedIn,operatesIn
KISCO Holdings Co Ltd,Steel,South Korea,Taeyoung Engineering & Construction Co Ltd,Engineering & Construction,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Holdings Inc,Steel,South Korea,Taeyoung Engineering & Construction Co Ltd,Engineering & Construction,South Korea,suppliesTo,locatedIn,operatesIn
Hansol Chemical Co Ltd,Chemicals,South Korea,Tapex Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Holdings Inc,Steel,South Korea,TCC Steel,Industrial Intermediate Prod,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Holdings Inc,Steel,South Korea,TK Chemical Corp,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
Posco International Corp,Steel,South Korea,TK Chemical Corp,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
Taekwang Industrial Co Ltd,Chemicals,South Korea,TK Chemical Corp,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
GS Caltex Corp,Oil & Gas Producers,South Korea,TKG Huchems Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
Hyundai Engineering & Construction Co Ltd,Engineering & Construction,South Korea,TKG Huchems Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
Namhae Chemical Corp,Chemicals,South Korea,TKG Huchems Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
OCI Holdings Co Ltd,Renewable Energy,South Korea,TKG Huchems Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
Taekwang Industrial Co Ltd,Chemicals,South Korea,TKG Huchems Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
Samsung SDI Co Ltd,Automotive,South Korea,Topsun Co Ltd,Renewable Energy,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Holdings Inc,Steel,South Korea,Tplex Co Ltd,Steel,South Korea,suppliesTo,locatedIn,operatesIn
Korea Circuit Co Ltd,Technology Hardware,South Korea,Truwin Co Ltd,Automotive,South Korea,suppliesTo,locatedIn,operatesIn
S-Oil Corp,Oil & Gas Producers,South Korea,Tway Air Co Ltd,Transportation & Logistics,South Korea,suppliesTo,locatedIn,operatesIn
S-Oil Corp,Oil & Gas Producers,South Korea,T'way Holdings Inc,Transportation & Logistics,South Korea,suppliesTo,locatedIn,operatesIn
SK Gas Ltd,Oil & Gas Producers,South Korea,Ulsan Aromatics Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
SK Inc,Oil & Gas Producers,South Korea,Ulsan Aromatics Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
SK Innovation Co Ltd,Oil & Gas Producers,South Korea,Ulsan Aromatics Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
OCI Holdings Co Ltd,Renewable Energy,South Korea,Unid Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
SGC Energy Co Ltd,Electric Utilities,South Korea,Unid Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
Korea Electric Power Corp,Electric Utilities,South Korea,Unison Co Ltd/South Korea,Renewable Energy,South Korea,suppliesTo,locatedIn,operatesIn
LG Chem Ltd,Chemicals,South Korea,Unitekno Co Ltd,Automotive,South Korea,suppliesTo,locatedIn,operatesIn
SKC Co Ltd,Chemicals,South Korea,Wave Electronics Co Ltd,Technology Hardware,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Holdings Inc,Steel,South Korea,West Seoul Highway Co Ltd,Steel,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Holdings Inc,Steel,South Korea,Western Inland Highway Co Ltd,Engineering & Construction,South Korea,suppliesTo,locatedIn,operatesIn
Korea Electric Power Corp,Electric Utilities,South Korea,Western Power Changgi Solar Co Ltd,Renewable Energy,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Holdings Inc,Steel,South Korea,Winhitech Co Ltd,Steel,South Korea,suppliesTo,locatedIn,operatesIn
Kyungchang Industrial Co Ltd,Automotive,South Korea,Withtech Inc,Semiconductors,South Korea,suppliesTo,locatedIn,operatesIn
SeAH Holdings Corp,Steel,South Korea,WONIK PNE Co Ltd,Machinery,South Korea,suppliesTo,locatedIn,operatesIn
SGC Energy Co Ltd,Electric Utilities,South Korea,Woongjin Energy Co Ltd,Renewable Energy,South Korea,suppliesTo,locatedIn,operatesIn
Ajin Industrial Co Ltd,Automotive,South Korea,Wooshin Industrial Co Ltd,Automotive,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Holdings Inc,Steel,South Korea,Wooshin Systems Co Ltd,Automotive,South Korea,suppliesTo,locatedIn,operatesIn
DL Holdings Co Ltd,Construction Materials,South Korea,Woowon Development Co Ltd,Engineering & Construction,South Korea,suppliesTo,locatedIn,operatesIn
Korea Petrochemical Ind Co Ltd,Chemicals,South Korea,W-Scope Chungju Plant Co Ltd,Technology Hardware,South Korea,suppliesTo,locatedIn,operatesIn
S-Oil Corp,Oil & Gas Producers,South Korea,YeaRimDang Publishing Co Ltd,Transportation & Logistics,South Korea,suppliesTo,locatedIn,operatesIn
DL Holdings Co Ltd,Construction Materials,South Korea,Yeochun NCC Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
KEPCO Plant Service & Engineering Co Ltd,Engineering & Construction,South Korea,Yeochun NCC Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Holdings Inc,Steel,South Korea,Yeong Hwa Metal Co Ltd,Automotive,South Korea,suppliesTo,locatedIn,operatesIn
Korea Electric Power Corp,Electric Utilities,South Korea,Yeongam Solar Co Ltd,Renewable Energy,South Korea,suppliesTo,locatedIn,operatesIn
KISCO Holdings Co Ltd,Steel,South Korea,Yesco Holdings Co Ltd,Gas & Water Utilities,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Holdings Inc,Steel,South Korea,YM Co Ltd,Industrial Intermediate Prod,South Korea,suppliesTo,locatedIn,operatesIn
DL Holdings Co Ltd,Construction Materials,South Korea,Yooshin Engineering Corp,Engineering & Construction,South Korea,suppliesTo,locatedIn,operatesIn
Daechang Steel Co Ltd,Steel,South Korea,YooSung T&S Co Ltd,Transportation & Logistics,South Korea,suppliesTo,locatedIn,operatesIn
GS Caltex Corp,Oil & Gas Producers,South Korea,YooSung T&S Co Ltd,Transportation & Logistics,South Korea,suppliesTo,locatedIn,operatesIn
POSCO Holdings Inc,Steel,South Korea,YooSung T&S Co Ltd,Transportation & Logistics,South Korea,suppliesTo,locatedIn,operatesIn
SK Innovation Co Ltd,Oil & Gas Producers,South Korea,YooSung T&S Co Ltd,Transportation & Logistics,South Korea,suppliesTo,locatedIn,operatesIn
DL Holdings Co Ltd,Construction Materials,South Korea,Young Hwa Construction & Engineering Co Ltd,Engineering & Construction,South Korea,suppliesTo,locatedIn,operatesIn
KG Eco Technology Service Co Ltd,Electric Utilities,South Korea,Young Poong Corp,Metals & Mining,South Korea,suppliesTo,locatedIn,operatesIn
SK Innovation Co Ltd,Oil & Gas Producers,South Korea,Youngbo Chemical Co Ltd,Chemicals,South Korea,suppliesTo,locatedIn,operatesIn
Sungshin Cement Co Ltd,Construction Materials,South Korea,Youngjin Global Co Ltd,Construction Materials,South Korea,suppliesTo,locatedIn,operatesIn
